sub,condition,story,segment,segment_count,base_segment,base_seg_num,ref_seg_num,ref_step_base,ref_step_base_abs,ref_seg_type,main_or_gap,refer_boost_type_sl,total_count,total_points,total_hits,base_refer_seg_pair,segment_count_demean,ref_step_base_abs_demean
0523-1,p0,3,3_03,2.0,3_02,2,9.0,7.0,7.0,ahead_main,main,none,1,1.0,0.0,3_02_9.0,-4.5,2.375
0523-1,p0,3,3_03,2.0,3_02,2,9.5,7.5,7.5,ahead_gap,gap,none,3,2.5,0.0,3_02_9.5,-4.5,2.875
0523-1,p0,3,3_03,2.0,3_02,2,10.0,8.0,8.0,ahead_main,main,none,10,9.0,0.0,3_02_10.0,-4.5,3.375
0523-1,p0,3,3_03,2.0,3_02,2,10.5,8.5,8.5,ahead_gap,gap,none,5,5.0,0.0,3_02_10.5,-4.5,3.875
0523-1,p0,3,3_03,2.0,3_02,2,11.0,9.0,9.0,ahead_main,main,none,6,5.5,0.0,3_02_11.0,-4.5,4.375
0523-1,p0,3,3_03,2.0,3_02,2,11.5,9.5,9.5,ahead_gap,gap,none,10,9.5,0.0,3_02_11.5,-4.5,4.875
0523-1,p0,3,3_03,2.0,3_02,2,12.0,10.0,10.0,ahead_main,main,none,7,6.5,0.0,3_02_12.0,-4.5,5.375
0523-1,p0,3,3_03,2.0,3_02,2,13.0,11.0,11.0,ahead_main,main,none,3,2.5,0.0,3_02_13.0,-4.5,6.375
0523-1,p0,3,3_04,3.0,3_03,3,3.5,0.5,0.5,gap,gap,none,2,2.0,0.0,3_03_3.5,-3.5,-4.125
0523-1,p0,3,3_04,3.0,3_03,3,3.5,0.5,0.5,gap,gap,referred,1,1.0,0.0,3_03_3.5,-3.5,-4.125
0523-1,p0,3,3_04,3.0,3_03,3,4.0,1.0,1.0,target,main,none,6,5.5,0.0,3_03_4.0,-3.5,-3.625
0523-1,p0,3,3_04,3.0,3_03,3,4.5,1.5,1.5,ahead_gap,gap,none,1,1.0,0.0,3_03_4.5,-3.5,-3.125
0523-1,p0,3,3_04,3.0,3_03,3,5.0,2.0,2.0,ahead_main,main,none,3,2.5,0.0,3_03_5.0,-3.5,-2.625
0523-1,p0,3,3_04,3.0,3_03,3,5.5,2.5,2.5,ahead_gap,gap,neighbor,6,6.0,0.0,3_03_5.5,-3.5,-2.125
0523-1,p0,3,3_04,3.0,3_03,3,5.5,2.5,2.5,ahead_gap,gap,none,3,2.5,0.0,3_03_5.5,-3.5,-2.125
0523-1,p0,3,3_04,3.0,3_03,3,5.5,2.5,2.5,ahead_gap,gap,referred,1,1.0,0.0,3_03_5.5,-3.5,-2.125
0523-1,p0,3,3_04,3.0,3_03,3,6.0,3.0,3.0,ahead_main,main,neighbor,9,8.0,0.0,3_03_6.0,-3.5,-1.625
0523-1,p0,3,3_04,3.0,3_03,3,6.0,3.0,3.0,ahead_main,main,none,4,4.0,0.0,3_03_6.0,-3.5,-1.625
0523-1,p0,3,3_04,3.0,3_03,3,6.5,3.5,3.5,ahead_gap,gap,none,1,1.0,0.0,3_03_6.5,-3.5,-1.125
0523-1,p0,3,3_04,3.0,3_03,3,7.0,4.0,4.0,ahead_main,main,none,8,6.5,0.0,3_03_7.0,-3.5,-0.625
0523-1,p0,3,3_04,3.0,3_03,3,8.0,5.0,5.0,ahead_main,main,none,2,2.0,0.0,3_03_8.0,-3.5,0.375
0523-1,p0,3,3_04,3.0,3_03,3,9.0,6.0,6.0,ahead_main,main,none,1,1.0,0.0,3_03_9.0,-3.5,1.375
0523-1,p0,3,3_04,3.0,3_03,3,9.5,6.5,6.5,ahead_gap,gap,none,3,2.5,0.0,3_03_9.5,-3.5,1.875
0523-1,p0,3,3_04,3.0,3_03,3,10.0,7.0,7.0,ahead_main,main,none,10,9.0,0.0,3_03_10.0,-3.5,2.375
0523-1,p0,3,3_04,3.0,3_03,3,10.5,7.5,7.5,ahead_gap,gap,none,5,5.0,0.0,3_03_10.5,-3.5,2.875
0523-1,p0,3,3_04,3.0,3_03,3,11.0,8.0,8.0,ahead_main,main,none,6,5.5,0.0,3_03_11.0,-3.5,3.375
0523-1,p0,3,3_04,3.0,3_03,3,11.5,8.5,8.5,ahead_gap,gap,none,10,9.5,0.0,3_03_11.5,-3.5,3.875
0523-1,p0,3,3_04,3.0,3_03,3,12.0,9.0,9.0,ahead_main,main,none,7,6.5,0.0,3_03_12.0,-3.5,4.375
0523-1,p0,3,3_04,3.0,3_03,3,13.0,10.0,10.0,ahead_main,main,none,3,2.5,0.0,3_03_13.0,-3.5,5.375
0523-1,p0,3,3_05,4.0,3_04,4,4.5,0.5,0.5,gap,gap,referred,1,1.0,0.0,3_04_4.5,-2.5,-4.125
0523-1,p0,3,3_05,4.0,3_04,4,5.0,1.0,1.0,target,main,neighbor,3,2.5,0.5,3_04_5.0,-2.5,-3.625
0523-1,p0,3,3_05,4.0,3_04,4,5.5,1.5,1.5,ahead_gap,gap,neighbor,6,6.0,0.0,3_04_5.5,-2.5,-3.125
0523-1,p0,3,3_05,4.0,3_04,4,5.5,1.5,1.5,ahead_gap,gap,none,3,2.5,0.0,3_04_5.5,-2.5,-3.125
0523-1,p0,3,3_05,4.0,3_04,4,5.5,1.5,1.5,ahead_gap,gap,referred,1,1.0,0.0,3_04_5.5,-2.5,-3.125
0523-1,p0,3,3_05,4.0,3_04,4,6.0,2.0,2.0,ahead_main,main,neighbor,7,6.0,0.0,3_04_6.0,-2.5,-2.625
0523-1,p0,3,3_05,4.0,3_04,4,6.0,2.0,2.0,ahead_main,main,none,6,6.0,0.0,3_04_6.0,-2.5,-2.625
0523-1,p0,3,3_05,4.0,3_04,4,6.5,2.5,2.5,ahead_gap,gap,none,1,1.0,0.0,3_04_6.5,-2.5,-2.125
0523-1,p0,3,3_05,4.0,3_04,4,7.0,3.0,3.0,ahead_main,main,none,8,6.5,0.0,3_04_7.0,-2.5,-1.625
0523-1,p0,3,3_05,4.0,3_04,4,8.0,4.0,4.0,ahead_main,main,none,2,2.0,0.0,3_04_8.0,-2.5,-0.625
0523-1,p0,3,3_05,4.0,3_04,4,9.0,5.0,5.0,ahead_main,main,none,1,1.0,0.0,3_04_9.0,-2.5,0.375
0523-1,p0,3,3_05,4.0,3_04,4,9.5,5.5,5.5,ahead_gap,gap,none,3,2.5,0.0,3_04_9.5,-2.5,0.875
0523-1,p0,3,3_05,4.0,3_04,4,10.0,6.0,6.0,ahead_main,main,none,10,9.0,0.0,3_04_10.0,-2.5,1.375
0523-1,p0,3,3_05,4.0,3_04,4,10.5,6.5,6.5,ahead_gap,gap,none,5,5.0,0.0,3_04_10.5,-2.5,1.875
0523-1,p0,3,3_05,4.0,3_04,4,11.0,7.0,7.0,ahead_main,main,none,6,5.5,0.0,3_04_11.0,-2.5,2.375
0523-1,p0,3,3_05,4.0,3_04,4,11.5,7.5,7.5,ahead_gap,gap,none,10,9.5,0.0,3_04_11.5,-2.5,2.875
0523-1,p0,3,3_05,4.0,3_04,4,12.0,8.0,8.0,ahead_main,main,none,7,6.5,0.0,3_04_12.0,-2.5,3.375
0523-1,p0,3,3_05,4.0,3_04,4,13.0,9.0,9.0,ahead_main,main,none,3,2.5,0.0,3_04_13.0,-2.5,4.375
0523-1,p0,3,3_06,5.0,3_05,5,5.5,0.5,0.5,gap,gap,neighbor,7,7.0,0.0,3_05_5.5,-1.5,-4.125
0523-1,p0,3,3_06,5.0,3_05,5,5.5,0.5,0.5,gap,gap,referred,3,2.5,0.0,3_05_5.5,-1.5,-4.125
0523-1,p0,3,3_06,5.0,3_05,5,6.0,1.0,1.0,target,main,neighbor,7,6.0,0.0,3_05_6.0,-1.5,-3.625
0523-1,p0,3,3_06,5.0,3_05,5,6.0,1.0,1.0,target,main,none,4,4.0,0.0,3_05_6.0,-1.5,-3.625
0523-1,p0,3,3_06,5.0,3_05,5,6.0,1.0,1.0,target,main,referred,2,2.0,0.0,3_05_6.0,-1.5,-3.625
0523-1,p0,3,3_06,5.0,3_05,5,6.5,1.5,1.5,ahead_gap,gap,none,1,1.0,0.0,3_05_6.5,-1.5,-3.125
0523-1,p0,3,3_06,5.0,3_05,5,7.0,2.0,2.0,ahead_main,main,none,8,6.5,0.0,3_05_7.0,-1.5,-2.625
0523-1,p0,3,3_06,5.0,3_05,5,8.0,3.0,3.0,ahead_main,main,none,2,2.0,0.0,3_05_8.0,-1.5,-1.625
0523-1,p0,3,3_06,5.0,3_05,5,9.0,4.0,4.0,ahead_main,main,neighbor,1,1.0,0.0,3_05_9.0,-1.5,-0.625
0523-1,p0,3,3_06,5.0,3_05,5,9.5,4.5,4.5,ahead_gap,gap,none,3,2.5,0.0,3_05_9.5,-1.5,-0.125
0523-1,p0,3,3_06,5.0,3_05,5,10.0,5.0,5.0,ahead_main,main,none,10,9.0,0.0,3_05_10.0,-1.5,0.375
0523-1,p0,3,3_06,5.0,3_05,5,10.5,5.5,5.5,ahead_gap,gap,none,5,5.0,0.0,3_05_10.5,-1.5,0.875
0523-1,p0,3,3_06,5.0,3_05,5,11.0,6.0,6.0,ahead_main,main,none,6,5.5,0.0,3_05_11.0,-1.5,1.375
0523-1,p0,3,3_06,5.0,3_05,5,11.5,6.5,6.5,ahead_gap,gap,none,10,9.5,0.0,3_05_11.5,-1.5,1.875
0523-1,p0,3,3_06,5.0,3_05,5,12.0,7.0,7.0,ahead_main,main,none,7,6.5,0.0,3_05_12.0,-1.5,2.375
0523-1,p0,3,3_06,5.0,3_05,5,13.0,8.0,8.0,ahead_main,main,none,3,2.5,0.0,3_05_13.0,-1.5,3.375
0523-1,p0,3,3_07,6.0,3_06,6,6.5,0.5,0.5,gap,gap,referred,1,1.0,0.0,3_06_6.5,-0.5,-4.125
0523-1,p0,3,3_07,6.0,3_06,6,7.0,1.0,1.0,target,main,neighbor,4,3.5,0.0,3_06_7.0,-0.5,-3.625
0523-1,p0,3,3_07,6.0,3_06,6,7.0,1.0,1.0,target,main,none,4,3.0,0.0,3_06_7.0,-0.5,-3.625
0523-1,p0,3,3_07,6.0,3_06,6,8.0,2.0,2.0,ahead_main,main,none,2,2.0,0.0,3_06_8.0,-0.5,-2.625
0523-1,p0,3,3_07,6.0,3_06,6,9.0,3.0,3.0,ahead_main,main,none,1,1.0,0.0,3_06_9.0,-0.5,-1.625
0523-1,p0,3,3_07,6.0,3_06,6,9.5,3.5,3.5,ahead_gap,gap,none,3,2.5,0.0,3_06_9.5,-0.5,-1.125
0523-1,p0,3,3_07,6.0,3_06,6,10.0,4.0,4.0,ahead_main,main,none,10,9.0,0.0,3_06_10.0,-0.5,-0.625
0523-1,p0,3,3_07,6.0,3_06,6,10.5,4.5,4.5,ahead_gap,gap,none,5,5.0,0.0,3_06_10.5,-0.5,-0.125
0523-1,p0,3,3_07,6.0,3_06,6,11.0,5.0,5.0,ahead_main,main,none,6,5.5,0.0,3_06_11.0,-0.5,0.375
0523-1,p0,3,3_07,6.0,3_06,6,11.5,5.5,5.5,ahead_gap,gap,none,10,9.5,0.0,3_06_11.5,-0.5,0.875
0523-1,p0,3,3_07,6.0,3_06,6,12.0,6.0,6.0,ahead_main,main,none,7,6.5,0.0,3_06_12.0,-0.5,1.375
0523-1,p0,3,3_07,6.0,3_06,6,13.0,7.0,7.0,ahead_main,main,none,3,2.5,0.0,3_06_13.0,-0.5,2.375
0523-1,p0,3,3_08,7.0,3_07,7,8.0,1.0,1.0,target,main,none,2,2.0,0.0,3_07_8.0,0.5,-3.625
0523-1,p0,3,3_08,7.0,3_07,7,9.0,2.0,2.0,ahead_main,main,none,1,1.0,0.0,3_07_9.0,0.5,-2.625
0523-1,p0,3,3_08,7.0,3_07,7,9.5,2.5,2.5,ahead_gap,gap,none,3,2.5,0.0,3_07_9.5,0.5,-2.125
0523-1,p0,3,3_08,7.0,3_07,7,10.0,3.0,3.0,ahead_main,main,none,10,9.0,0.0,3_07_10.0,0.5,-1.625
0523-1,p0,3,3_08,7.0,3_07,7,10.5,3.5,3.5,ahead_gap,gap,none,5,5.0,0.0,3_07_10.5,0.5,-1.125
0523-1,p0,3,3_08,7.0,3_07,7,11.0,4.0,4.0,ahead_main,main,none,6,5.5,0.0,3_07_11.0,0.5,-0.625
0523-1,p0,3,3_08,7.0,3_07,7,11.5,4.5,4.5,ahead_gap,gap,neighbor,3,3.0,0.0,3_07_11.5,0.5,-0.125
0523-1,p0,3,3_08,7.0,3_07,7,11.5,4.5,4.5,ahead_gap,gap,none,7,6.5,0.0,3_07_11.5,0.5,-0.125
0523-1,p0,3,3_08,7.0,3_07,7,12.0,5.0,5.0,ahead_main,main,neighbor,3,3.0,0.0,3_07_12.0,0.5,0.375
0523-1,p0,3,3_08,7.0,3_07,7,12.0,5.0,5.0,ahead_main,main,none,3,2.5,0.0,3_07_12.0,0.5,0.375
0523-1,p0,3,3_08,7.0,3_07,7,12.0,5.0,5.0,ahead_main,main,referred,1,1.0,0.0,3_07_12.0,0.5,0.375
0523-1,p0,3,3_08,7.0,3_07,7,13.0,6.0,6.0,ahead_main,main,none,3,2.5,0.0,3_07_13.0,0.5,1.375
0523-1,p0,3,3_09,8.0,3_08,8,9.0,1.0,1.0,target,main,none,1,1.0,0.0,3_08_9.0,1.5,-3.625
0523-1,p0,3,3_09,8.0,3_08,8,9.5,1.5,1.5,ahead_gap,gap,none,3,2.5,0.0,3_08_9.5,1.5,-3.125
0523-1,p0,3,3_09,8.0,3_08,8,10.0,2.0,2.0,ahead_main,main,none,10,9.0,0.0,3_08_10.0,1.5,-2.625
0523-1,p0,3,3_09,8.0,3_08,8,10.5,2.5,2.5,ahead_gap,gap,none,5,5.0,0.0,3_08_10.5,1.5,-2.125
0523-1,p0,3,3_09,8.0,3_08,8,11.0,3.0,3.0,ahead_main,main,none,6,5.5,0.0,3_08_11.0,1.5,-1.625
0523-1,p0,3,3_09,8.0,3_08,8,11.5,3.5,3.5,ahead_gap,gap,neighbor,3,3.0,0.0,3_08_11.5,1.5,-1.125
0523-1,p0,3,3_09,8.0,3_08,8,11.5,3.5,3.5,ahead_gap,gap,none,7,6.5,0.0,3_08_11.5,1.5,-1.125
0523-1,p0,3,3_09,8.0,3_08,8,12.0,4.0,4.0,ahead_main,main,neighbor,3,3.0,0.0,3_08_12.0,1.5,-0.625
0523-1,p0,3,3_09,8.0,3_08,8,12.0,4.0,4.0,ahead_main,main,none,3,2.5,0.0,3_08_12.0,1.5,-0.625
0523-1,p0,3,3_09,8.0,3_08,8,12.0,4.0,4.0,ahead_main,main,referred,1,1.0,0.0,3_08_12.0,1.5,-0.625
0523-1,p0,3,3_09,8.0,3_08,8,13.0,5.0,5.0,ahead_main,main,none,3,2.5,0.0,3_08_13.0,1.5,0.375
0523-1,p0,3,3_10,9.0,3_09,9,9.5,0.5,0.5,gap,gap,none,3,2.5,0.0,3_09_9.5,2.5,-4.125
0523-1,p0,3,3_10,9.0,3_09,9,10.0,1.0,1.0,target,main,none,10,9.0,0.0,3_09_10.0,2.5,-3.625
0523-1,p0,3,3_10,9.0,3_09,9,10.5,1.5,1.5,ahead_gap,gap,none,5,5.0,0.0,3_09_10.5,2.5,-3.125
0523-1,p0,3,3_10,9.0,3_09,9,11.0,2.0,2.0,ahead_main,main,none,6,5.5,0.0,3_09_11.0,2.5,-2.625
0523-1,p0,3,3_10,9.0,3_09,9,11.5,2.5,2.5,ahead_gap,gap,neighbor,3,3.0,0.0,3_09_11.5,2.5,-2.125
0523-1,p0,3,3_10,9.0,3_09,9,11.5,2.5,2.5,ahead_gap,gap,none,7,6.5,0.0,3_09_11.5,2.5,-2.125
0523-1,p0,3,3_10,9.0,3_09,9,12.0,3.0,3.0,ahead_main,main,neighbor,3,3.0,0.0,3_09_12.0,2.5,-1.625
0523-1,p0,3,3_10,9.0,3_09,9,12.0,3.0,3.0,ahead_main,main,none,3,2.5,0.0,3_09_12.0,2.5,-1.625
0523-1,p0,3,3_10,9.0,3_09,9,12.0,3.0,3.0,ahead_main,main,referred,1,1.0,0.0,3_09_12.0,2.5,-1.625
0523-1,p0,3,3_10,9.0,3_09,9,13.0,4.0,4.0,ahead_main,main,none,3,2.5,0.0,3_09_13.0,2.5,-0.625
0523-1,p0,3,3_11,10.0,3_10,10,10.5,0.5,0.5,gap,gap,none,5,5.0,0.0,3_10_10.5,3.5,-4.125
0523-1,p0,3,3_11,10.0,3_10,10,11.0,1.0,1.0,target,main,none,6,5.5,0.0,3_10_11.0,3.5,-3.625
0523-1,p0,3,3_11,10.0,3_10,10,11.5,1.5,1.5,ahead_gap,gap,neighbor,3,3.0,0.0,3_10_11.5,3.5,-3.125
0523-1,p0,3,3_11,10.0,3_10,10,11.5,1.5,1.5,ahead_gap,gap,none,7,6.5,0.0,3_10_11.5,3.5,-3.125
0523-1,p0,3,3_11,10.0,3_10,10,12.0,2.0,2.0,ahead_main,main,neighbor,3,3.0,0.0,3_10_12.0,3.5,-2.625
0523-1,p0,3,3_11,10.0,3_10,10,12.0,2.0,2.0,ahead_main,main,none,3,2.5,0.0,3_10_12.0,3.5,-2.625
0523-1,p0,3,3_11,10.0,3_10,10,12.0,2.0,2.0,ahead_main,main,referred,1,1.0,0.0,3_10_12.0,3.5,-2.625
0523-1,p0,3,3_11,10.0,3_10,10,13.0,3.0,3.0,ahead_main,main,none,3,2.5,0.0,3_10_13.0,3.5,-1.625
0523-1,p0,3,3_12,11.0,3_11,11,11.5,0.5,0.5,gap,gap,neighbor,3,3.0,0.0,3_11_11.5,4.5,-4.125
0523-1,p0,3,3_12,11.0,3_11,11,11.5,0.5,0.5,gap,gap,none,7,6.5,0.0,3_11_11.5,4.5,-4.125
0523-1,p0,3,3_12,11.0,3_11,11,12.0,1.0,1.0,target,main,neighbor,3,3.0,0.0,3_11_12.0,4.5,-3.625
0523-1,p0,3,3_12,11.0,3_11,11,12.0,1.0,1.0,target,main,none,3,2.5,0.0,3_11_12.0,4.5,-3.625
0523-1,p0,3,3_12,11.0,3_11,11,12.0,1.0,1.0,target,main,referred,1,1.0,0.0,3_11_12.0,4.5,-3.625
0523-1,p0,3,3_12,11.0,3_11,11,13.0,2.0,2.0,ahead_main,main,none,3,2.5,0.0,3_11_13.0,4.5,-2.625
0523-1,p0,3,3_13,12.0,3_12,12,13.0,1.0,1.0,target,main,none,3,2.5,0.0,3_12_13.0,5.5,-3.625
0523-2,r0,3,3_01,12.0,3_02,2,0.5,-1.5,1.5,ahead_gap,gap,neighbor,11,11.0,0.0,3_02_0.5,5.5,-3.125
0523-2,r0,3,3_01,12.0,3_02,2,0.5,-1.5,1.5,ahead_gap,gap,referred,9,9.0,0.0,3_02_0.5,5.5,-3.125
0523-2,r0,3,3_01,12.0,3_02,2,1.0,-1.0,1.0,target,main,neighbor,12,12.0,0.0,3_02_1.0,5.5,-3.625
0523-2,r0,3,3_01,12.0,3_02,2,1.0,-1.0,1.0,target,main,referred,4,3.0,0.0,3_02_1.0,5.5,-3.625
0523-2,r0,3,3_01,12.0,3_02,2,1.5,-0.5,0.5,gap,gap,referred,1,1.0,1.0,3_02_1.5,5.5,-4.125
0523-2,r0,3,3_02,11.0,3_03,3,0.5,-2.5,2.5,ahead_gap,gap,neighbor,12,12.0,0.0,3_03_0.5,4.5,-2.125
0523-2,r0,3,3_02,11.0,3_03,3,0.5,-2.5,2.5,ahead_gap,gap,referred,8,8.0,0.0,3_03_0.5,4.5,-2.125
0523-2,r0,3,3_02,11.0,3_03,3,1.0,-2.0,2.0,ahead_main,main,neighbor,12,12.0,0.0,3_03_1.0,4.5,-2.625
0523-2,r0,3,3_02,11.0,3_03,3,1.0,-2.0,2.0,ahead_main,main,referred,4,3.0,0.0,3_03_1.0,4.5,-2.625
0523-2,r0,3,3_02,11.0,3_03,3,1.5,-1.5,1.5,ahead_gap,gap,neighbor,1,1.0,0.0,3_03_1.5,4.5,-3.125
0523-2,r0,3,3_02,11.0,3_03,3,2.0,-1.0,1.0,target,main,neighbor,5,4.0,0.0,3_03_2.0,4.5,-3.625
0523-2,r0,3,3_03,10.0,3_04,4,0.5,-3.5,3.5,ahead_gap,gap,neighbor,12,12.0,0.0,3_04_0.5,3.5,-1.125
0523-2,r0,3,3_03,10.0,3_04,4,0.5,-3.5,3.5,ahead_gap,gap,referred,8,8.0,0.0,3_04_0.5,3.5,-1.125
0523-2,r0,3,3_03,10.0,3_04,4,1.0,-3.0,3.0,ahead_main,main,neighbor,12,12.0,0.0,3_04_1.0,3.5,-1.625
0523-2,r0,3,3_03,10.0,3_04,4,1.0,-3.0,3.0,ahead_main,main,referred,4,3.0,0.0,3_04_1.0,3.5,-1.625
0523-2,r0,3,3_03,10.0,3_04,4,1.5,-2.5,2.5,ahead_gap,gap,neighbor,1,1.0,0.0,3_04_1.5,3.5,-2.125
0523-2,r0,3,3_03,10.0,3_04,4,2.0,-2.0,2.0,ahead_main,main,neighbor,5,4.0,0.0,3_04_2.0,3.5,-2.625
0523-2,r0,3,3_03,10.0,3_04,4,3.0,-1.0,1.0,target,main,neighbor,2,2.0,0.0,3_04_3.0,3.5,-3.625
0523-2,r0,3,3_03,10.0,3_04,4,3.0,-1.0,1.0,target,main,none,1,1.0,0.0,3_04_3.0,3.5,-3.625
0523-2,r0,3,3_03,10.0,3_04,4,3.0,-1.0,1.0,target,main,referred,5,4.5,1.5,3_04_3.0,3.5,-3.625
0523-2,r0,3,3_03,10.0,3_04,4,3.5,-0.5,0.5,gap,gap,none,1,1.0,0.0,3_04_3.5,3.5,-4.125
0523-2,r0,3,3_03,10.0,3_04,4,3.5,-0.5,0.5,gap,gap,referred,2,2.0,0.0,3_04_3.5,3.5,-4.125
0523-2,r0,3,3_04,9.0,3_05,5,0.5,-4.5,4.5,ahead_gap,gap,neighbor,13,13.0,0.0,3_05_0.5,2.5,-0.125
0523-2,r0,3,3_04,9.0,3_05,5,0.5,-4.5,4.5,ahead_gap,gap,referred,7,7.0,0.0,3_05_0.5,2.5,-0.125
0523-2,r0,3,3_04,9.0,3_05,5,1.0,-4.0,4.0,ahead_main,main,neighbor,12,12.0,0.0,3_05_1.0,2.5,-0.625
0523-2,r0,3,3_04,9.0,3_05,5,1.0,-4.0,4.0,ahead_main,main,referred,4,3.0,0.0,3_05_1.0,2.5,-0.625
0523-2,r0,3,3_04,9.0,3_05,5,1.5,-3.5,3.5,ahead_gap,gap,neighbor,1,1.0,0.0,3_05_1.5,2.5,-1.125
0523-2,r0,3,3_04,9.0,3_05,5,2.0,-3.0,3.0,ahead_main,main,neighbor,5,4.0,0.0,3_05_2.0,2.5,-1.625
0523-2,r0,3,3_04,9.0,3_05,5,3.0,-2.0,2.0,ahead_main,main,neighbor,2,2.0,0.0,3_05_3.0,2.5,-2.625
0523-2,r0,3,3_04,9.0,3_05,5,3.0,-2.0,2.0,ahead_main,main,none,1,1.0,0.0,3_05_3.0,2.5,-2.625
0523-2,r0,3,3_04,9.0,3_05,5,3.0,-2.0,2.0,ahead_main,main,referred,5,4.5,1.5,3_05_3.0,2.5,-2.625
0523-2,r0,3,3_04,9.0,3_05,5,3.5,-1.5,1.5,ahead_gap,gap,neighbor,2,2.0,0.0,3_05_3.5,2.5,-3.125
0523-2,r0,3,3_04,9.0,3_05,5,3.5,-1.5,1.5,ahead_gap,gap,none,1,1.0,0.0,3_05_3.5,2.5,-3.125
0523-2,r0,3,3_04,9.0,3_05,5,4.0,-1.0,1.0,target,main,neighbor,6,5.5,0.0,3_05_4.0,2.5,-3.625
0523-2,r0,3,3_04,9.0,3_05,5,4.5,-0.5,0.5,gap,gap,none,1,1.0,0.0,3_05_4.5,2.5,-4.125
0523-2,r0,3,3_05,8.0,3_06,6,0.5,-5.5,5.5,ahead_gap,gap,neighbor,14,14.0,0.0,3_06_0.5,1.5,0.875
0523-2,r0,3,3_05,8.0,3_06,6,0.5,-5.5,5.5,ahead_gap,gap,referred,6,6.0,0.0,3_06_0.5,1.5,0.875
0523-2,r0,3,3_05,8.0,3_06,6,1.0,-5.0,5.0,ahead_main,main,neighbor,12,12.0,0.0,3_06_1.0,1.5,0.375
0523-2,r0,3,3_05,8.0,3_06,6,1.0,-5.0,5.0,ahead_main,main,referred,4,3.0,0.0,3_06_1.0,1.5,0.375
0523-2,r0,3,3_05,8.0,3_06,6,1.5,-4.5,4.5,ahead_gap,gap,neighbor,1,1.0,0.0,3_06_1.5,1.5,-0.125
0523-2,r0,3,3_05,8.0,3_06,6,2.0,-4.0,4.0,ahead_main,main,neighbor,5,4.0,0.0,3_06_2.0,1.5,-0.625
0523-2,r0,3,3_05,8.0,3_06,6,3.0,-3.0,3.0,ahead_main,main,neighbor,2,2.0,0.0,3_06_3.0,1.5,-1.625
0523-2,r0,3,3_05,8.0,3_06,6,3.0,-3.0,3.0,ahead_main,main,none,1,1.0,0.0,3_06_3.0,1.5,-1.625
0523-2,r0,3,3_05,8.0,3_06,6,3.0,-3.0,3.0,ahead_main,main,referred,5,4.5,1.5,3_06_3.0,1.5,-1.625
0523-2,r0,3,3_05,8.0,3_06,6,3.5,-2.5,2.5,ahead_gap,gap,neighbor,2,2.0,0.0,3_06_3.5,1.5,-2.125
0523-2,r0,3,3_05,8.0,3_06,6,3.5,-2.5,2.5,ahead_gap,gap,none,1,1.0,0.0,3_06_3.5,1.5,-2.125
0523-2,r0,3,3_05,8.0,3_06,6,4.0,-2.0,2.0,ahead_main,main,neighbor,6,5.5,0.0,3_06_4.0,1.5,-2.625
0523-2,r0,3,3_05,8.0,3_06,6,4.5,-1.5,1.5,ahead_gap,gap,none,1,1.0,0.0,3_06_4.5,1.5,-3.125
0523-2,r0,3,3_05,8.0,3_06,6,5.0,-1.0,1.0,target,main,neighbor,3,2.5,0.0,3_06_5.0,1.5,-3.625
0523-2,r0,3,3_05,8.0,3_06,6,5.5,-0.5,0.5,gap,gap,neighbor,4,4.0,0.0,3_06_5.5,1.5,-4.125
0523-2,r0,3,3_05,8.0,3_06,6,5.5,-0.5,0.5,gap,gap,referred,6,5.5,0.0,3_06_5.5,1.5,-4.125
0523-2,r0,3,3_06,7.0,3_07,7,0.5,-6.5,6.5,ahead_gap,gap,neighbor,14,14.0,0.0,3_07_0.5,0.5,1.875
0523-2,r0,3,3_06,7.0,3_07,7,0.5,-6.5,6.5,ahead_gap,gap,referred,6,6.0,0.0,3_07_0.5,0.5,1.875
0523-2,r0,3,3_06,7.0,3_07,7,1.0,-6.0,6.0,ahead_main,main,neighbor,12,12.0,0.0,3_07_1.0,0.5,1.375
0523-2,r0,3,3_06,7.0,3_07,7,1.0,-6.0,6.0,ahead_main,main,referred,4,3.0,0.0,3_07_1.0,0.5,1.375
0523-2,r0,3,3_06,7.0,3_07,7,1.5,-5.5,5.5,ahead_gap,gap,neighbor,1,1.0,0.0,3_07_1.5,0.5,0.875
0523-2,r0,3,3_06,7.0,3_07,7,2.0,-5.0,5.0,ahead_main,main,neighbor,5,4.0,0.0,3_07_2.0,0.5,0.375
0523-2,r0,3,3_06,7.0,3_07,7,3.0,-4.0,4.0,ahead_main,main,neighbor,2,2.0,0.0,3_07_3.0,0.5,-0.625
0523-2,r0,3,3_06,7.0,3_07,7,3.0,-4.0,4.0,ahead_main,main,none,1,1.0,0.0,3_07_3.0,0.5,-0.625
0523-2,r0,3,3_06,7.0,3_07,7,3.0,-4.0,4.0,ahead_main,main,referred,5,4.5,1.5,3_07_3.0,0.5,-0.625
0523-2,r0,3,3_06,7.0,3_07,7,3.5,-3.5,3.5,ahead_gap,gap,neighbor,2,2.0,0.0,3_07_3.5,0.5,-1.125
0523-2,r0,3,3_06,7.0,3_07,7,3.5,-3.5,3.5,ahead_gap,gap,none,1,1.0,0.0,3_07_3.5,0.5,-1.125
0523-2,r0,3,3_06,7.0,3_07,7,4.0,-3.0,3.0,ahead_main,main,neighbor,6,5.5,0.0,3_07_4.0,0.5,-1.625
