story,segment_num,segment,cond_direction,condition,base_seg_num,ref_sc_num,ref_sc_hit,ref_seg_num,ref_step_base,ref_seg_type,main_or_gap,refer_type,refer_type_base_only,referring_type,rr_type,refer_list,referring_list,refer_boost_step_left,refer_boost_step_right,refer_boost_step,refer_boost_type,refer_boost_type_tri,refer_type_merge,refer_type_d,refer_type_point,refer_type_point_merge,referring_type_point,sc_point,refer_point_c,refer_point_c_merge,referring_point_c,ref_step_base_abs,color
2,10,2_10,f,p0,9,951,0.0,9.5,0.5,gap,gap,none,none,none,none,[1001 1001],[1105 1107 1131],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#c7e0f1
1,9,1_09,b,r,10,951,0.0,9.5,-0.5,gap,gap,none,none,none,none,[],[904 904 904],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#ffd6ae
1,10,1_10,b,r,11,951,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[1003 1004 1054 1055 1056 1052 1031 1081],[],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,9,2_09,b,r,10,951,0.0,9.5,-0.5,gap,gap,direct,referred,none,referred,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r,11,951,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
1,9,1_09,b,r0,10,951,0.0,9.5,-0.5,gap,gap,none,none,none,none,[],[904 904 904],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#ffd6ae
1,10,1_10,b,r0,11,951,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[1003 1004 1054 1055 1056 1052 1031 1081],[],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,9,2_09,b,r0,10,951,0.0,9.5,-0.5,gap,gap,direct,referred,none,referred,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r0,11,951,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,2,2_02,f,p,1,952,0.0,9.5,8.5,ahead_gap,gap,none,none,none,none,[153 151 231],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,#c7e0f1
2,3,2_03,f,p,2,952,0.0,9.5,7.5,ahead_gap,gap,none,none,none,none,[251],[],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,#c7e0f1
2,4,2_04,f,p,3,952,0.0,9.5,6.5,ahead_gap,gap,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,#c7e0f1
2,5,2_05,f,p,4,952,0.0,9.5,5.5,ahead_gap,gap,none,none,none,none,[456 451 454],[ 704 1105],5.0,99.0,5.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,#c7e0f1
2,6,2_06,f,p,5,952,0.0,9.5,4.5,ahead_gap,gap,none,none,none,none,[552 551 553],[ 704 1105],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,#c7e0f1
2,7,2_07,f,p,6,952,0.0,9.5,3.5,ahead_gap,gap,none,none,none,none,[651 652],[ 704 1105],3.0,99.0,3.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,#c7e0f1
2,8,2_08,f,p,7,952,0.0,9.5,2.5,ahead_gap,gap,none,none,none,none,[ 831 1001],[ 903 1105 1107],1.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,#c7e0f1
2,9,2_09,f,p,8,952,0.0,9.5,1.5,ahead_gap,gap,none,none,none,none,[1001 1001],[ 903 1105 1107],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#c7e0f1
2,10,2_10,f,p,9,952,0.0,9.5,0.5,gap,gap,none,none,none,none,[1001 1001],[1105 1107 1131],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#c7e0f1
2,2,2_02,f,p0,1,952,0.0,9.5,8.5,ahead_gap,gap,none,none,none,none,[153 151 231],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,#c7e0f1
2,3,2_03,f,p0,2,952,0.0,9.5,7.5,ahead_gap,gap,none,none,none,none,[251],[],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,#c7e0f1
2,4,2_04,f,p0,3,952,0.0,9.5,6.5,ahead_gap,gap,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,#c7e0f1
2,5,2_05,f,p0,4,952,0.0,9.5,5.5,ahead_gap,gap,none,none,none,none,[456 451 454],[ 704 1105],5.0,99.0,5.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,#c7e0f1
2,6,2_06,f,p0,5,952,0.0,9.5,4.5,ahead_gap,gap,none,none,none,none,[552 551 553],[ 704 1105],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,#c7e0f1
2,7,2_07,f,p0,6,952,0.0,9.5,3.5,ahead_gap,gap,none,none,none,none,[651 652],[ 704 1105],3.0,99.0,3.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,#c7e0f1
2,8,2_08,f,p0,7,952,0.0,9.5,2.5,ahead_gap,gap,none,none,none,none,[ 831 1001],[ 903 1105 1107],1.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,#c7e0f1
2,9,2_09,f,p0,8,952,0.0,9.5,1.5,ahead_gap,gap,none,none,none,none,[1001 1001],[ 903 1105 1107],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#c7e0f1
2,10,2_10,f,p0,9,952,0.0,9.5,0.5,gap,gap,none,none,none,none,[1001 1001],[1105 1107 1131],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#c7e0f1
2,9,2_09,b,r,10,952,0.0,9.5,-0.5,gap,gap,direct,referred,none,referred,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r,11,952,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,9,2_09,b,r0,10,952,0.0,9.5,-0.5,gap,gap,direct,referred,none,referred,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r0,11,952,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,2,2_02,f,p,1,953,0.0,9.5,8.5,ahead_gap,gap,none,none,none,none,[153 151 231],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,#c7e0f1
2,3,2_03,f,p,2,953,0.0,9.5,7.5,ahead_gap,gap,none,none,none,none,[251],[],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,#c7e0f1
2,4,2_04,f,p,3,953,0.0,9.5,6.5,ahead_gap,gap,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,#c7e0f1
2,5,2_05,f,p,4,953,0.0,9.5,5.5,ahead_gap,gap,none,none,none,none,[456 451 454],[ 704 1105],5.0,99.0,5.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,#c7e0f1
2,6,2_06,f,p,5,953,0.0,9.5,4.5,ahead_gap,gap,none,none,none,none,[552 551 553],[ 704 1105],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,#c7e0f1
2,7,2_07,f,p,6,953,0.0,9.5,3.5,ahead_gap,gap,none,none,none,none,[651 652],[ 704 1105],3.0,99.0,3.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,#c7e0f1
2,8,2_08,f,p,7,953,0.1,9.5,2.5,ahead_gap,gap,none,none,none,none,[ 831 1001],[ 903 1105 1107],1.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,#c7e0f1
2,9,2_09,f,p,8,953,0.0,9.5,1.5,ahead_gap,gap,none,none,none,none,[1001 1001],[ 903 1105 1107],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#c7e0f1
2,10,2_10,f,p,9,953,0.1,9.5,0.5,gap,gap,none,none,none,none,[1001 1001],[1105 1107 1131],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#c7e0f1
2,2,2_02,f,p0,1,953,0.0,9.5,8.5,ahead_gap,gap,none,none,none,none,[153 151 231],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,#c7e0f1
2,3,2_03,f,p0,2,953,0.0,9.5,7.5,ahead_gap,gap,none,none,none,none,[251],[],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,#c7e0f1
2,4,2_04,f,p0,3,953,0.0,9.5,6.5,ahead_gap,gap,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,#c7e0f1
2,5,2_05,f,p0,4,953,0.0,9.5,5.5,ahead_gap,gap,none,none,none,none,[456 451 454],[ 704 1105],5.0,99.0,5.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.5,#c7e0f1
2,6,2_06,f,p0,5,953,0.0,9.5,4.5,ahead_gap,gap,none,none,none,none,[552 551 553],[ 704 1105],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,#c7e0f1
2,7,2_07,f,p0,6,953,0.0,9.5,3.5,ahead_gap,gap,none,none,none,none,[651 652],[ 704 1105],3.0,99.0,3.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5,#c7e0f1
2,8,2_08,f,p0,7,953,0.1,9.5,2.5,ahead_gap,gap,none,none,none,none,[ 831 1001],[ 903 1105 1107],1.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,#c7e0f1
2,9,2_09,f,p0,8,953,0.0,9.5,1.5,ahead_gap,gap,none,none,none,none,[1001 1001],[ 903 1105 1107],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#c7e0f1
2,10,2_10,f,p0,9,953,0.0,9.5,0.5,gap,gap,none,none,none,none,[1001 1001],[1105 1107 1131],99.0,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#c7e0f1
2,9,2_09,b,r,10,953,0.0,9.5,-0.5,gap,gap,none,none,none,none,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r,11,953,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
2,9,2_09,b,r0,10,953,0.1,9.5,-0.5,gap,gap,none,none,none,none,[452 654 653 951 952 301 708 851 902],[703 801],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,#ffd6ae
2,10,2_10,b,r0,11,953,0.0,9.5,-1.5,ahead_gap,gap,none,none,none,none,[ 301  708  851  902 1001 1053 1052],[1031],0.5,0.5,0.5,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,#ffd6ae
1,2,1_02,f,p,1,1001,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[151 152 153 155 233],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
1,3,1_03,f,p,2,1001,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[301],[303 303 303],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
1,4,1_04,f,p,3,1001,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[403 403],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
1,5,1_05,f,p,4,1001,0.0,10.0,6.0,ahead_main,main,none,none,none,none,[451 631],[],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,#5fa2ce
1,6,1_06,f,p,5,1001,0.0,10.0,5.0,ahead_main,main,none,none,none,none,[631],[702 702 702],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,#5fa2ce
1,7,1_07,f,p,6,1001,0.0,10.0,4.0,ahead_main,main,none,none,none,none,[],[702 702 702 702],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,#5fa2ce
1,8,1_08,f,p,7,1001,0.0,10.0,3.0,ahead_main,main,none,none,none,none,[801 831],[],2.0,99.0,2.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,#5fa2ce
1,9,1_09,f,p,8,1001,0.0,10.0,2.0,ahead_main,main,none,none,none,none,[851 931],[],1.0,99.0,1.0,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,#5fa2ce
1,10,1_10,f,p,9,1001,0.1111111111111111,10.0,1.0,target,main,none,none,none,none,[1003 1004 1031],[],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,#1170aa
1,11,1_11,f,p,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[],[1106 1106 1106],99.0,99.0,99.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
2,2,2_02,f,p,1,1001,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[153 151 231],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
2,3,2_03,f,p,2,1001,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[251],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
2,4,2_04,f,p,3,1001,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
2,5,2_05,f,p,4,1001,0.0,10.0,6.0,ahead_main,main,none,none,none,none,[456 451 454],[ 704 1105],5.5,99.0,5.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,#5fa2ce
2,6,2_06,f,p,5,1001,0.0,10.0,5.0,ahead_main,main,none,none,none,none,[552 551 553],[ 704 1105],4.5,99.0,4.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,#5fa2ce
2,7,2_07,f,p,6,1001,0.0,10.0,4.0,ahead_main,main,none,none,none,none,[651 652],[ 704 1105],3.5,99.0,3.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,#5fa2ce
2,8,2_08,f,p,7,1001,0.4,10.0,3.0,ahead_main,main,indirect,referred,none,referred,[ 831 1001],[ 903 1105 1107],0.0,0.0,0.0,referred,referred,referred,none,0.5,1.0,0.0,1.0,0.5,1.0,0.0,3.0,#5fa2ce
2,9,2_09,f,p,8,1001,0.125,10.0,2.0,ahead_main,main,direct,referred,none,referred,[1001 1001],[ 903 1105 1107],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,#5fa2ce
2,10,2_10,f,p,9,1001,0.9,10.0,1.0,target,main,direct,none,none,referred,[1001 1001],[1105 1107 1131],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,#1170aa
2,11,2_11,f,p,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[1101],[1105 1107 1131 1102],99.0,1.0,1.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
1,2,1_02,f,p0,1,1001,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[151 152 153 155 233],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
1,3,1_03,f,p0,2,1001,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[301],[303 303 303],7.0,99.0,7.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
1,4,1_04,f,p0,3,1001,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[403 403],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
1,5,1_05,f,p0,4,1001,0.0,10.0,6.0,ahead_main,main,none,none,none,none,[451 631],[],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,#5fa2ce
1,6,1_06,f,p0,5,1001,0.0,10.0,5.0,ahead_main,main,none,none,none,none,[631],[702 702 702],4.0,99.0,4.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,#5fa2ce
1,7,1_07,f,p0,6,1001,0.0,10.0,4.0,ahead_main,main,none,none,none,none,[],[702 702 702 702],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,#5fa2ce
1,8,1_08,f,p0,7,1001,0.0,10.0,3.0,ahead_main,main,none,none,none,none,[801 831],[],2.0,99.0,2.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,#5fa2ce
1,9,1_09,f,p0,8,1001,0.0,10.0,2.0,ahead_main,main,none,none,none,none,[851 931],[],1.0,99.0,1.0,neighbor,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,#5fa2ce
1,10,1_10,f,p0,9,1001,0.0,10.0,1.0,target,main,none,none,none,none,[1003 1004 1031],[],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,#1170aa
1,11,1_11,f,p0,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[],[1106 1106 1106],99.0,99.0,99.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
2,2,2_02,f,p0,1,1001,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[153 151 231],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
2,3,2_03,f,p0,2,1001,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[251],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
2,4,2_04,f,p0,3,1001,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
2,5,2_05,f,p0,4,1001,0.0,10.0,6.0,ahead_main,main,none,none,none,none,[456 451 454],[ 704 1105],5.5,99.0,5.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,#5fa2ce
2,6,2_06,f,p0,5,1001,0.0,10.0,5.0,ahead_main,main,none,none,none,none,[552 551 553],[ 704 1105],4.5,99.0,4.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,#5fa2ce
2,7,2_07,f,p0,6,1001,0.0,10.0,4.0,ahead_main,main,none,none,none,none,[651 652],[ 704 1105],3.5,99.0,3.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,#5fa2ce
2,8,2_08,f,p0,7,1001,0.3,10.0,3.0,ahead_main,main,indirect,referred,none,referred,[ 831 1001],[ 903 1105 1107],0.0,0.0,0.0,referred,referred,referred,none,0.5,1.0,0.0,1.0,0.5,1.0,0.0,3.0,#5fa2ce
2,9,2_09,f,p0,8,1001,0.75,10.0,2.0,ahead_main,main,direct,referred,none,referred,[1001 1001],[ 903 1105 1107],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,#5fa2ce
2,10,2_10,f,p0,9,1001,0.6,10.0,1.0,target,main,direct,none,none,referred,[1001 1001],[1105 1107 1131],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,#1170aa
2,11,2_11,f,p0,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[1101],[1105 1107 1131 1102],99.0,1.0,1.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
1,9,1_09,b,r,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[],[904 904 904],99.0,99.0,99.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
1,10,1_10,b,r,11,1001,0.0,10.0,-1.0,target,main,none,none,none,none,[1003 1004 1054 1055 1056 1052 1031 1081],[],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,#c85200
2,9,2_09,b,r,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[452 654 653 951 952 301 708 851 902],[703 801],0.5,99.0,0.5,NA,NA,,,,,,1.0,,,,0.0,#59a14f
2,10,2_10,b,r,11,1001,0.125,10.0,-1.0,target,main,direct,referred,none,referred,[ 301  708  851  902 1001 1053 1052],[1031],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,#c85200
1,9,1_09,b,r0,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[],[904 904 904],99.0,99.0,99.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
1,10,1_10,b,r0,11,1001,0.0,10.0,-1.0,target,main,none,none,none,none,[1003 1004 1054 1055 1056 1052 1031 1081],[],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,#c85200
2,9,2_09,b,r0,10,1001,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[452 654 653 951 952 301 708 851 902],[703 801],0.5,99.0,0.5,NA,NA,,,,,,1.0,,,,0.0,#59a14f
2,10,2_10,b,r0,11,1001,0.125,10.0,-1.0,target,main,direct,referred,none,referred,[ 301  708  851  902 1001 1053 1052],[1031],0.0,0.0,0.0,referred,referred,referred,referred,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,#c85200
2,2,2_02,f,p,1,1002,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[153 151 231],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
2,3,2_03,f,p,2,1002,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[251],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
2,4,2_04,f,p,3,1002,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
2,5,2_05,f,p,4,1002,0.0,10.0,6.0,ahead_main,main,none,none,none,none,[456 451 454],[ 704 1105],5.5,99.0,5.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,#5fa2ce
2,6,2_06,f,p,5,1002,0.0,10.0,5.0,ahead_main,main,none,none,none,none,[552 551 553],[ 704 1105],4.5,99.0,4.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,#5fa2ce
2,7,2_07,f,p,6,1002,0.0,10.0,4.0,ahead_main,main,none,none,none,none,[651 652],[ 704 1105],3.5,99.0,3.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,#5fa2ce
2,8,2_08,f,p,7,1002,0.0,10.0,3.0,ahead_main,main,none,none,none,none,[ 831 1001],[ 903 1105 1107],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,#5fa2ce
2,9,2_09,f,p,8,1002,0.0,10.0,2.0,ahead_main,main,none,none,none,none,[1001 1001],[ 903 1105 1107],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,#5fa2ce
2,10,2_10,f,p,9,1002,0.2,10.0,1.0,target,main,none,none,none,none,[1001 1001],[1105 1107 1131],0.0,0.0,0.0,same_seg,neighbor,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,#1170aa
2,11,2_11,f,p,10,1002,0.0,10.0,0.0,self,main,NA,NA,NA,NA,[1101],[1105 1107 1131 1102],99.0,1.0,1.0,NA,NA,,,,,,1.0,,,,0.0,#59a14f
2,2,2_02,f,p0,1,1002,0.0,10.0,9.0,ahead_main,main,none,none,none,none,[153 151 231],[],8.0,99.0,8.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,#5fa2ce
2,3,2_03,f,p0,2,1002,0.0,10.0,8.0,ahead_main,main,none,none,none,none,[251],[],7.5,99.0,7.5,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,#5fa2ce
2,4,2_04,f,p0,3,1002,0.0,10.0,7.0,ahead_main,main,none,none,none,none,[],[ 402  704 1105],99.0,99.0,99.0,none,none,none,none,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,#5fa2ce
